season,week,celebrity_name,latent_missing_flag
17,5,Elizabeth Berkley Lauren,0
17,6,Elizabeth Berkley Lauren,0
17,7,Elizabeth Berkley Lauren,0
17,8,Elizabeth Berkley Lauren,0
17,9,Elizabeth Berkley Lauren,0
17,10,Elizabeth Berkley Lauren,1
17,11,Elizabeth Berkley Lauren,1
17,1,Jack Osbourne,0
17,2,Jack Osbourne,0
17,3,Jack Osbourne,0
17,4,Jack Osbourne,0
17,5,Jack Osbourne,0
17,6,Jack Osbourne,0
17,7,Jack Osbourne,0
17,8,Jack Osbourne,0
17,9,Jack Osbourne,0
17,10,Jack Osbourne,0
17,11,Jack Osbourne,0
17,1,Keyshawn Johnson,0
17,2,Keyshawn Johnson,0
17,3,Keyshawn Johnson,1
17,4,Keyshawn Johnson,1
17,5,Keyshawn Johnson,1
17,6,Keyshawn Johnson,1
17,7,Keyshawn Johnson,1
17,8,Keyshawn Johnson,1
17,9,Keyshawn Johnson,1
17,10,Keyshawn Johnson,1
17,11,Keyshawn Johnson,1
17,1,Leah Remini,0
17,2,Leah Remini,0
17,3,Leah Remini,0
17,4,Leah Remini,0
17,5,Leah Remini,0
17,6,Leah Remini,0
17,7,Leah Remini,0
17,8,Leah Remini,0
17,9,Leah Remini,0
17,10,Leah Remini,0
17,11,Leah Remini,1
17,1,"Nicole ""Snooki"" Polizzi",0
17,2,"Nicole ""Snooki"" Polizzi",0
17,3,"Nicole ""Snooki"" Polizzi",0
17,4,"Nicole ""Snooki"" Polizzi",0
17,5,"Nicole ""Snooki"" Polizzi",0
17,6,"Nicole ""Snooki"" Polizzi",0
17,7,"Nicole ""Snooki"" Polizzi",0
17,8,"Nicole ""Snooki"" Polizzi",1
17,9,"Nicole ""Snooki"" Polizzi",1
17,10,"Nicole ""Snooki"" Polizzi",1
17,11,"Nicole ""Snooki"" Polizzi",1
17,1,Valerie Harper,0
17,2,Valerie Harper,0
17,3,Valerie Harper,0
17,4,Valerie Harper,0
17,5,Valerie Harper,1
17,6,Valerie Harper,1
17,7,Valerie Harper,1
17,8,Valerie Harper,1
17,9,Valerie Harper,1
17,10,Valerie Harper,1
17,11,Valerie Harper,1
18,1,Amy Purdy,0
18,2,Amy Purdy,1
18,3,Amy Purdy,0
18,4,Amy Purdy,0
18,5,Amy Purdy,0
18,6,Amy Purdy,0
18,7,Amy Purdy,0
18,8,Amy Purdy,0
18,9,Amy Purdy,0
18,10,Amy Purdy,0
18,1,Billy Dee Williams,0
18,2,Billy Dee Williams,1
18,3,Billy Dee Williams,1
18,4,Billy Dee Williams,1
18,5,Billy Dee Williams,1
18,6,Billy Dee Williams,1
18,7,Billy Dee Williams,1
18,8,Billy Dee Williams,1
18,9,Billy Dee Williams,1
18,10,Billy Dee Williams,1
18,1,Candace Cameron Bure,0
18,2,Candace Cameron Bure,1
18,3,Candace Cameron Bure,0
18,4,Candace Cameron Bure,0
18,5,Candace Cameron Bure,0
18,6,Candace Cameron Bure,0
18,7,Candace Cameron Bure,0
18,8,Candace Cameron Bure,0
18,9,Candace Cameron Bure,0
18,10,Candace Cameron Bure,0
18,1,Charlie White,0
18,2,Charlie White,1
18,3,Charlie White,0
18,4,Charlie White,0
18,5,Charlie White,0
18,6,Charlie White,0
18,7,Charlie White,0
18,8,Charlie White,0
18,9,Charlie White,0
18,10,Charlie White,1
18,1,Cody Simpson,0
18,2,Cody Simpson,1
18,3,Cody Simpson,0
18,4,Cody Simpson,0
18,5,Cody Simpson,0
18,6,Cody Simpson,1
18,7,Cody Simpson,1
18,8,Cody Simpson,1
18,9,Cody Simpson,1
18,10,Cody Simpson,1
18,1,Danica McKellar,0
18,2,Danica McKellar,1
18,3,Danica McKellar,0
18,4,Danica McKellar,0
18,5,Danica McKellar,0
18,6,Danica McKellar,0
18,7,Danica McKellar,0
18,8,Danica McKellar,0
18,9,Danica McKellar,1
18,10,Danica McKellar,1
18,1,Diana Nyad,0
18,2,Diana Nyad,1
18,3,Diana Nyad,1
18,4,Diana Nyad,1
18,5,Diana Nyad,1
18,6,Diana Nyad,1
18,7,Diana Nyad,1
18,8,Diana Nyad,1
18,9,Diana Nyad,1
18,10,Diana Nyad,1
18,1,Drew Carey,0
18,2,Drew Carey,1
18,3,Drew Carey,0
18,4,Drew Carey,0
18,5,Drew Carey,0
18,6,Drew Carey,0
18,7,Drew Carey,1
18,8,Drew Carey,1
18,9,Drew Carey,1
18,10,Drew Carey,1
18,1,James Maslow,0
18,2,James Maslow,1
18,3,James Maslow,0
18,4,James Maslow,0
18,5,James Maslow,0
18,6,James Maslow,0
18,7,James Maslow,0
18,8,James Maslow,0
18,9,James Maslow,0
18,10,James Maslow,0
18,1,Meryl Davis,0
18,2,Meryl Davis,1
18,3,Meryl Davis,0
18,4,Meryl Davis,0
18,5,Meryl Davis,0
18,6,Meryl Davis,0
18,7,Meryl Davis,0
18,8,Meryl Davis,0
18,9,Meryl Davis,0
18,10,Meryl Davis,0
18,1,NeNe Leakes,0
18,2,NeNe Leakes,1
18,3,NeNe Leakes,0
18,4,NeNe Leakes,0
18,5,NeNe Leakes,0
18,6,NeNe Leakes,0
18,7,NeNe Leakes,0
18,8,NeNe Leakes,1
18,9,NeNe Leakes,1
18,10,NeNe Leakes,1
18,1,Sean Avery,0
18,2,Sean Avery,1
18,3,Sean Avery,1
18,4,Sean Avery,1
18,5,Sean Avery,1
18,6,Sean Avery,1
18,7,Sean Avery,1
18,8,Sean Avery,1
18,9,Sean Avery,1
18,10,Sean Avery,1
19,1,Alfonso Ribeiro,0
19,2,Alfonso Ribeiro,0
19,3,Alfonso Ribeiro,0
19,4,Alfonso Ribeiro,0
19,5,Alfonso Ribeiro,0
19,6,Alfonso Ribeiro,0
19,7,Alfonso Ribeiro,0
19,8,Alfonso Ribeiro,0
19,9,Alfonso Ribeiro,0
19,10,Alfonso Ribeiro,0
19,11,Alfonso Ribeiro,0
19,1,Antonio Sabato Jr.,0
19,2,Antonio Sabato Jr.,0
19,3,Antonio Sabato Jr.,0
19,4,Antonio Sabato Jr.,0
19,5,Antonio Sabato Jr.,0
19,6,Antonio Sabato Jr.,0
19,7,Antonio Sabato Jr.,0
19,8,Antonio Sabato Jr.,1
19,9,Antonio Sabato Jr.,1
19,10,Antonio Sabato Jr.,1
19,11,Antonio Sabato Jr.,1
19,1,Bethany Mota,0
19,2,Bethany Mota,0
19,3,Bethany Mota,0
19,4,Bethany Mota,0
19,5,Bethany Mota,0
19,6,Bethany Mota,0
19,7,Bethany Mota,0
19,8,Bethany Mota,0
19,9,Bethany Mota,0
19,10,Bethany Mota,0
19,11,Bethany Mota,0
19,1,Betsey Johnson,0
19,2,Betsey Johnson,0
19,3,Betsey Johnson,0
19,4,Betsey Johnson,0
19,5,Betsey Johnson,1
19,6,Betsey Johnson,1
19,7,Betsey Johnson,1
19,8,Betsey Johnson,1
19,9,Betsey Johnson,1
19,10,Betsey Johnson,1
19,11,Betsey Johnson,1
19,1,Janel Parrish,0
19,2,Janel Parrish,0
19,3,Janel Parrish,0
19,4,Janel Parrish,0
19,5,Janel Parrish,0
19,6,Janel Parrish,0
19,7,Janel Parrish,0
19,8,Janel Parrish,0
19,9,Janel Parrish,0
19,10,Janel Parrish,0
19,11,Janel Parrish,0
19,1,Jonathan Bennett,0
19,2,Jonathan Bennett,0
19,3,Jonathan Bennett,0
19,4,Jonathan Bennett,0
19,5,Jonathan Bennett,0
19,6,Jonathan Bennett,0
19,7,Jonathan Bennett,1
19,8,Jonathan Bennett,1
19,9,Jonathan Bennett,1
19,10,Jonathan Bennett,1
19,11,Jonathan Bennett,1
19,1,Lea Thompson,0
19,2,Lea Thompson,0
19,3,Lea Thompson,0
19,4,Lea Thompson,0
19,5,Lea Thompson,0
19,6,Lea Thompson,0
19,7,Lea Thompson,0
19,8,Lea Thompson,0
19,9,Lea Thompson,0
19,10,Lea Thompson,1
19,11,Lea Thompson,1
19,1,Lolo Jones,0
19,2,Lolo Jones,1
19,3,Lolo Jones,1
19,4,Lolo Jones,1
19,5,Lolo Jones,1
19,6,Lolo Jones,1
19,7,Lolo Jones,1
19,8,Lolo Jones,1
19,9,Lolo Jones,1
19,10,Lolo Jones,1
19,11,Lolo Jones,1
19,1,Michael Waltrip,0
19,2,Michael Waltrip,0
19,3,Michael Waltrip,0
19,4,Michael Waltrip,0
19,5,Michael Waltrip,0
19,6,Michael Waltrip,0
19,7,Michael Waltrip,0
19,8,Michael Waltrip,0
19,9,Michael Waltrip,1
19,10,Michael Waltrip,1
19,11,Michael Waltrip,1
19,1,Randy Couture,0
19,2,Randy Couture,0
19,3,Randy Couture,0
19,4,Randy Couture,1
19,5,Randy Couture,1
19,6,Randy Couture,1
19,7,Randy Couture,1
19,8,Randy Couture,1
19,9,Randy Couture,1
19,10,Randy Couture,1
19,11,Randy Couture,1
19,1,Sadie Robertson,0
19,2,Sadie Robertson,0
19,3,Sadie Robertson,0
19,4,Sadie Robertson,0
19,5,Sadie Robertson,0
19,6,Sadie Robertson,0
19,7,Sadie Robertson,0
19,8,Sadie Robertson,0
19,9,Sadie Robertson,0
19,10,Sadie Robertson,0
19,11,Sadie Robertson,0
19,1,Tavis Smiley,0
19,2,Tavis Smiley,0
19,3,Tavis Smiley,1
19,4,Tavis Smiley,1
19,5,Tavis Smiley,1
19,6,Tavis Smiley,1
19,7,Tavis Smiley,1
19,8,Tavis Smiley,1
19,9,Tavis Smiley,1
19,10,Tavis Smiley,1
19,11,Tavis Smiley,1
19,1,Tommy Chong,0
19,2,Tommy Chong,0
19,3,Tommy Chong,0
19,4,Tommy Chong,0
19,5,Tommy Chong,0
19,6,Tommy Chong,0
19,7,Tommy Chong,0
19,8,Tommy Chong,0
19,9,Tommy Chong,0
19,10,Tommy Chong,0
19,11,Tommy Chong,1
20,1,Charlotte McKinney,0
20,2,Charlotte McKinney,0
20,3,Charlotte McKinney,0
20,4,Charlotte McKinney,1
20,5,Charlotte McKinney,1
20,6,Charlotte McKinney,1
20,7,Charlotte McKinney,1
20,8,Charlotte McKinney,1
20,9,Charlotte McKinney,1
20,10,Charlotte McKinney,1
20,1,Chris Soules,0
20,2,Chris Soules,0
20,3,Chris Soules,0
20,4,Chris Soules,0
20,5,Chris Soules,0
20,6,Chris Soules,0
20,7,Chris Soules,0
20,8,Chris Soules,0
20,9,Chris Soules,1
20,10,Chris Soules,1
20,1,Michael Sam,0
20,2,Michael Sam,0
20,3,Michael Sam,0
20,4,Michael Sam,0
20,5,Michael Sam,1
20,6,Michael Sam,1
20,7,Michael Sam,1
20,8,Michael Sam,1
20,9,Michael Sam,1
20,10,Michael Sam,1
20,1,Nastia Liukin,0
20,2,Nastia Liukin,0
20,3,Nastia Liukin,0
20,4,Nastia Liukin,0
20,5,Nastia Liukin,0
20,6,Nastia Liukin,0
20,7,Nastia Liukin,0
20,8,Nastia Liukin,0
20,9,Nastia Liukin,0
20,10,Nastia Liukin,1
20,1,Noah Galloway,0
20,2,Noah Galloway,0
20,3,Noah Galloway,0
20,4,Noah Galloway,0
20,5,Noah Galloway,0
20,6,Noah Galloway,0
20,7,Noah Galloway,0
20,8,Noah Galloway,0
20,9,Noah Galloway,0
20,10,Noah Galloway,0
20,1,Patti LaBelle,0
20,2,Patti LaBelle,0
20,3,Patti LaBelle,0
20,4,Patti LaBelle,0
20,5,Patti LaBelle,0
20,6,Patti LaBelle,0
20,7,Patti LaBelle,1
20,8,Patti LaBelle,1
20,9,Patti LaBelle,1
20,10,Patti LaBelle,1
20,1,Redfoo,0
20,2,Redfoo,0
20,3,Redfoo,1
20,4,Redfoo,1
20,5,Redfoo,1
20,6,Redfoo,1
20,7,Redfoo,1
20,8,Redfoo,1
20,9,Redfoo,1
20,10,Redfoo,1
20,1,Riker Lynch,0
20,2,Riker Lynch,0
20,3,Riker Lynch,0
20,4,Riker Lynch,0
20,5,Riker Lynch,0
20,6,Riker Lynch,0
20,7,Riker Lynch,0
20,8,Riker Lynch,0
20,9,Riker Lynch,0
20,10,Riker Lynch,0
20,1,Robert Herjavec,0
20,2,Robert Herjavec,0
20,3,Robert Herjavec,0
20,4,Robert Herjavec,0
20,5,Robert Herjavec,0
20,6,Robert Herjavec,0
20,7,Robert Herjavec,0
20,8,Robert Herjavec,0
20,9,Robert Herjavec,1
20,10,Robert Herjavec,1
20,1,Rumer Willis,0
20,2,Rumer Willis,0
20,3,Rumer Willis,0
20,4,Rumer Willis,0
20,5,Rumer Willis,0
20,6,Rumer Willis,0
20,7,Rumer Willis,0
20,8,Rumer Willis,0
20,9,Rumer Willis,0
20,10,Rumer Willis,0
20,1,Suzanne Somers,0
20,2,Suzanne Somers,0
20,3,Suzanne Somers,0
20,4,Suzanne Somers,0
20,5,Suzanne Somers,0
20,6,Suzanne Somers,1
20,7,Suzanne Somers,1
20,8,Suzanne Somers,1
20,9,Suzanne Somers,1
20,10,Suzanne Somers,1
20,1,Willow Shields,0
20,2,Willow Shields,0
20,3,Willow Shields,0
20,4,Willow Shields,0
20,5,Willow Shields,0
20,6,Willow Shields,0
20,7,Willow Shields,0
20,8,Willow Shields,1
20,9,Willow Shields,1
20,10,Willow Shields,1
21,1,Alek Skarlatos,0
21,2,Alek Skarlatos,0
21,3,Alek Skarlatos,0
21,4,Alek Skarlatos,0
21,5,Alek Skarlatos,0
21,6,Alek Skarlatos,0
21,7,Alek Skarlatos,0
21,8,Alek Skarlatos,0
21,9,Alek Skarlatos,0
21,10,Alek Skarlatos,0
21,11,Alek Skarlatos,0
21,1,Alexa PenaVega,0
21,2,Alexa PenaVega,0
21,3,Alexa PenaVega,0
21,4,Alexa PenaVega,0
21,5,Alexa PenaVega,0
21,6,Alexa PenaVega,0
21,7,Alexa PenaVega,0
21,8,Alexa PenaVega,0
21,9,Alexa PenaVega,0
21,10,Alexa PenaVega,1
21,11,Alexa PenaVega,1
21,1,Andy Grammer,0
21,2,Andy Grammer,0
21,3,Andy Grammer,0
21,4,Andy Grammer,0
21,5,Andy Grammer,0
21,6,Andy Grammer,0
21,7,Andy Grammer,0
21,8,Andy Grammer,0
21,9,Andy Grammer,1
21,10,Andy Grammer,1
21,11,Andy Grammer,1
21,1,Bindi Irwin,0
21,2,Bindi Irwin,0
21,3,Bindi Irwin,0
21,4,Bindi Irwin,0
21,5,Bindi Irwin,0
21,6,Bindi Irwin,0
21,7,Bindi Irwin,0
21,8,Bindi Irwin,0
21,9,Bindi Irwin,0
21,10,Bindi Irwin,0
21,11,Bindi Irwin,0
21,1,Carlos PenaVega,0
21,2,Carlos PenaVega,0
21,3,Carlos PenaVega,0
21,4,Carlos PenaVega,0
21,5,Carlos PenaVega,0
21,6,Carlos PenaVega,0
21,7,Carlos PenaVega,0
21,8,Carlos PenaVega,0
21,9,Carlos PenaVega,0
21,10,Carlos PenaVega,0
21,11,Carlos PenaVega,0
21,1,Chaka Khan,0
21,2,Chaka Khan,0
21,3,Chaka Khan,1
21,4,Chaka Khan,1
21,5,Chaka Khan,1
21,6,Chaka Khan,1
21,7,Chaka Khan,1
21,8,Chaka Khan,1
21,9,Chaka Khan,1
21,10,Chaka Khan,1
21,11,Chaka Khan,1
21,1,Gary Busey,0
21,2,Gary Busey,0
21,3,Gary Busey,0
21,4,Gary Busey,0
21,5,Gary Busey,1
21,6,Gary Busey,1
21,7,Gary Busey,1
21,8,Gary Busey,1
21,9,Gary Busey,1
21,10,Gary Busey,1
21,11,Gary Busey,1
21,1,Hayes Grier,0
21,2,Hayes Grier,0
21,3,Hayes Grier,0
21,4,Hayes Grier,0
21,5,Hayes Grier,0
21,6,Hayes Grier,0
21,7,Hayes Grier,0
21,8,Hayes Grier,1
21,9,Hayes Grier,1
21,10,Hayes Grier,1
21,11,Hayes Grier,1
21,1,Kim Zolciak-Biermann,0
21,2,Kim Zolciak-Biermann,0
21,3,Kim Zolciak-Biermann,1
21,4,Kim Zolciak-Biermann,1
21,5,Kim Zolciak-Biermann,1
21,6,Kim Zolciak-Biermann,1
21,7,Kim Zolciak-Biermann,1
21,8,Kim Zolciak-Biermann,1
21,9,Kim Zolciak-Biermann,1
21,10,Kim Zolciak-Biermann,1
21,11,Kim Zolciak-Biermann,1
21,1,Nick Carter,0
21,2,Nick Carter,0
21,3,Nick Carter,0
21,4,Nick Carter,0
21,5,Nick Carter,0
21,6,Nick Carter,0
21,7,Nick Carter,0
21,8,Nick Carter,0
21,9,Nick Carter,0
21,10,Nick Carter,0
21,11,Nick Carter,0
21,1,Paula Deen,0
21,2,Paula Deen,0
21,3,Paula Deen,0
21,4,Paula Deen,0
21,5,Paula Deen,0
21,6,Paula Deen,0
21,7,Paula Deen,1
21,8,Paula Deen,1
21,9,Paula Deen,1
21,10,Paula Deen,1
21,11,Paula Deen,1
21,1,Tamar Braxton,0
21,2,Tamar Braxton,0
21,3,Tamar Braxton,0
21,4,Tamar Braxton,0
21,5,Tamar Braxton,0
21,6,Tamar Braxton,0
21,7,Tamar Braxton,0
21,8,Tamar Braxton,0
21,9,Tamar Braxton,0
21,10,Tamar Braxton,1
21,11,Tamar Braxton,1
21,1,Victor Espinoza,0
21,2,Victor Espinoza,0
21,3,Victor Espinoza,1
21,4,Victor Espinoza,1
21,5,Victor Espinoza,1
21,6,Victor Espinoza,1
21,7,Victor Espinoza,1
21,8,Victor Espinoza,1
21,9,Victor Espinoza,1
21,10,Victor Espinoza,1
21,11,Victor Espinoza,1
22,1,Antonio Brown,0
22,2,Antonio Brown,0
22,3,Antonio Brown,0
22,4,Antonio Brown,0
22,5,Antonio Brown,0
22,6,Antonio Brown,0
22,7,Antonio Brown,0
22,8,Antonio Brown,0
22,9,Antonio Brown,0
22,10,Antonio Brown,1
22,1,Doug Flutie,0
22,2,Doug Flutie,0
22,3,Doug Flutie,0
22,4,Doug Flutie,0
22,5,Doug Flutie,0
22,6,Doug Flutie,0
22,7,Doug Flutie,1
22,8,Doug Flutie,1
22,9,Doug Flutie,1
22,10,Doug Flutie,1
22,1,Geraldo Rivera,0
22,2,Geraldo Rivera,0
22,3,Geraldo Rivera,1
22,4,Geraldo Rivera,1
22,5,Geraldo Rivera,1
22,6,Geraldo Rivera,1
22,7,Geraldo Rivera,1
22,8,Geraldo Rivera,1
22,9,Geraldo Rivera,1
22,10,Geraldo Rivera,1
22,1,Ginger Zee,0
22,2,Ginger Zee,0
22,3,Ginger Zee,0
22,4,Ginger Zee,0
22,5,Ginger Zee,0
22,6,Ginger Zee,0
22,7,Ginger Zee,0
22,8,Ginger Zee,0
22,9,Ginger Zee,0
22,10,Ginger Zee,0
22,1,Jodie Sweetin,0
22,2,Jodie Sweetin,0
22,3,Jodie Sweetin,0
22,4,Jodie Sweetin,0
22,5,Jodie Sweetin,0
22,6,Jodie Sweetin,0
22,7,Jodie Sweetin,0
22,8,Jodie Sweetin,0
22,9,Jodie Sweetin,1
22,10,Jodie Sweetin,1
22,1,Kim Fields,0
22,2,Kim Fields,0
22,3,Kim Fields,0
22,4,Kim Fields,0
22,5,Kim Fields,0
22,6,Kim Fields,0
22,7,Kim Fields,0
22,8,Kim Fields,1
22,9,Kim Fields,1
22,10,Kim Fields,1
22,1,Marla Maples,0
22,2,Marla Maples,0
22,3,Marla Maples,0
22,4,Marla Maples,0
22,5,Marla Maples,1
22,6,Marla Maples,1
22,7,Marla Maples,1
22,8,Marla Maples,1
22,9,Marla Maples,1
22,10,Marla Maples,1
22,1,Mischa Barton,0
22,2,Mischa Barton,0
22,3,Mischa Barton,0
22,4,Mischa Barton,1
22,5,Mischa Barton,1
22,6,Mischa Barton,1
22,7,Mischa Barton,1
22,8,Mischa Barton,1
22,9,Mischa Barton,1
22,10,Mischa Barton,1
22,1,Nyle DiMarco,0
22,2,Nyle DiMarco,0
22,3,Nyle DiMarco,0
22,4,Nyle DiMarco,0
22,5,Nyle DiMarco,0
22,6,Nyle DiMarco,0
22,7,Nyle DiMarco,0
22,8,Nyle DiMarco,0
22,9,Nyle DiMarco,0
22,10,Nyle DiMarco,0
22,1,Paige VanZant,0
22,2,Paige VanZant,0
22,3,Paige VanZant,0
22,4,Paige VanZant,0
22,5,Paige VanZant,0
22,6,Paige VanZant,0
22,7,Paige VanZant,0
22,8,Paige VanZant,0
22,9,Paige VanZant,0
22,10,Paige VanZant,0
22,1,Von Miller,0
22,2,Von Miller,0
22,3,Von Miller,0
22,4,Von Miller,0
22,5,Von Miller,0
22,6,Von Miller,0
22,7,Von Miller,0
22,8,Von Miller,1
22,9,Von Miller,1
22,10,Von Miller,1
22,1,Wanya Morris,0
22,2,Wanya Morris,0
22,3,Wanya Morris,0
22,4,Wanya Morris,0
22,5,Wanya Morris,0
22,6,Wanya Morris,0
22,7,Wanya Morris,0
22,8,Wanya Morris,0
22,9,Wanya Morris,0
22,10,Wanya Morris,1
23,1,Amber Rose,0
23,2,Amber Rose,0
23,3,Amber Rose,0
23,4,Amber Rose,0
23,5,Amber Rose,0
23,6,Amber Rose,0
23,7,Amber Rose,1
23,8,Amber Rose,1
23,9,Amber Rose,1
23,10,Amber Rose,1
23,11,Amber Rose,1
23,1,Babyface,0
23,2,Babyface,0
23,3,Babyface,0
23,4,Babyface,0
23,5,Babyface,1
23,6,Babyface,1
23,7,Babyface,1
23,8,Babyface,1
23,9,Babyface,1
23,10,Babyface,1
23,11,Babyface,1
23,1,Calvin Johnson Jr.,0
23,2,Calvin Johnson Jr.,0
23,3,Calvin Johnson Jr.,0
23,4,Calvin Johnson Jr.,0
23,5,Calvin Johnson Jr.,0
23,6,Calvin Johnson Jr.,0
23,7,Calvin Johnson Jr.,0
23,8,Calvin Johnson Jr.,0
23,9,Calvin Johnson Jr.,0
23,10,Calvin Johnson Jr.,0
23,11,Calvin Johnson Jr.,0
23,1,Jake T. Austin,0
23,2,Jake T. Austin,0
23,3,Jake T. Austin,1
23,4,Jake T. Austin,1
23,5,Jake T. Austin,1
23,6,Jake T. Austin,1
23,7,Jake T. Austin,1
23,8,Jake T. Austin,1
23,9,Jake T. Austin,1
23,10,Jake T. Austin,1
23,11,Jake T. Austin,1
23,1,James Hinchcliffe,0
23,2,James Hinchcliffe,0
23,3,James Hinchcliffe,0
23,4,James Hinchcliffe,0
23,5,James Hinchcliffe,0
23,6,James Hinchcliffe,0
23,7,James Hinchcliffe,0
23,8,James Hinchcliffe,0
23,9,James Hinchcliffe,0
23,10,James Hinchcliffe,0
23,11,James Hinchcliffe,0
23,1,Jana Kramer,0
23,2,Jana Kramer,0
23,3,Jana Kramer,0
23,4,Jana Kramer,0
23,5,Jana Kramer,0
23,6,Jana Kramer,0
23,7,Jana Kramer,0
23,8,Jana Kramer,0
23,9,Jana Kramer,0
23,10,Jana Kramer,0
23,11,Jana Kramer,0
23,1,Laurie Hernandez,0
23,2,Laurie Hernandez,0
23,3,Laurie Hernandez,0
23,4,Laurie Hernandez,0
23,5,Laurie Hernandez,0
23,6,Laurie Hernandez,0
23,7,Laurie Hernandez,0
23,8,Laurie Hernandez,0
23,9,Laurie Hernandez,0
23,10,Laurie Hernandez,0
23,11,Laurie Hernandez,0
23,1,Marilu Henner,0
23,2,Marilu Henner,0
23,3,Marilu Henner,0
23,4,Marilu Henner,0
23,5,Marilu Henner,0
23,6,Marilu Henner,0
23,7,Marilu Henner,0
23,8,Marilu Henner,0
23,9,Marilu Henner,0
23,10,Marilu Henner,1
23,11,Marilu Henner,1
23,1,Maureen McCormick,0
23,2,Maureen McCormick,0
23,3,Maureen McCormick,0
23,4,Maureen McCormick,0
23,5,Maureen McCormick,0
23,6,Maureen McCormick,0
23,7,Maureen McCormick,0
23,8,Maureen McCormick,1
23,9,Maureen McCormick,1
23,10,Maureen McCormick,1
23,11,Maureen McCormick,1
23,1,Rick Perry,0
23,2,Rick Perry,0
23,3,Rick Perry,0
23,4,Rick Perry,1
23,5,Rick Perry,1
23,6,Rick Perry,1
23,7,Rick Perry,1
23,8,Rick Perry,1
23,9,Rick Perry,1
23,10,Rick Perry,1
23,11,Rick Perry,1
23,1,Ryan Lochte,0
23,2,Ryan Lochte,0
23,3,Ryan Lochte,0
23,4,Ryan Lochte,0
23,5,Ryan Lochte,0
23,6,Ryan Lochte,0
23,7,Ryan Lochte,0
23,8,Ryan Lochte,0
23,9,Ryan Lochte,1
23,10,Ryan Lochte,1
23,11,Ryan Lochte,1
23,1,Terra Jole,0
23,2,Terra Jole,0
23,3,Terra Jole,0
23,4,Terra Jole,0
23,5,Terra Jole,0
23,6,Terra Jole,0
23,7,Terra Jole,0
23,8,Terra Jole,0
23,9,Terra Jole,0
23,10,Terra Jole,0
23,11,Terra Jole,1
23,1,Vanilla Ice,0
23,2,Vanilla Ice,0
23,3,Vanilla Ice,0
23,4,Vanilla Ice,0
23,5,Vanilla Ice,1
23,6,Vanilla Ice,1
23,7,Vanilla Ice,1
23,8,Vanilla Ice,1
23,9,Vanilla Ice,1
23,10,Vanilla Ice,1
23,11,Vanilla Ice,1
24,1,Bonner Bolton,0
24,2,Bonner Bolton,0
24,3,Bonner Bolton,0
24,4,Bonner Bolton,0
24,5,Bonner Bolton,0
24,6,Bonner Bolton,0
24,7,Bonner Bolton,0
24,8,Bonner Bolton,0
24,9,Bonner Bolton,1
24,10,Bonner Bolton,1
24,1,Charo,0
24,2,Charo,0
24,3,Charo,0
24,4,Charo,1
24,5,Charo,1
24,6,Charo,1
24,7,Charo,1
24,8,Charo,1
24,9,Charo,1
24,10,Charo,1
24,1,Chris Kattan,0
24,2,Chris Kattan,0
24,3,Chris Kattan,1
24,4,Chris Kattan,1
24,5,Chris Kattan,1
24,6,Chris Kattan,1
24,7,Chris Kattan,1
24,8,Chris Kattan,1
24,9,Chris Kattan,1
24,10,Chris Kattan,1
24,1,David Ross,0
24,2,David Ross,0
24,3,David Ross,0
24,4,David Ross,0
24,5,David Ross,0
24,6,David Ross,0
24,7,David Ross,0
24,8,David Ross,0
24,9,David Ross,0
24,10,David Ross,0
24,1,Erika Jayne,0
24,2,Erika Jayne,0
24,3,Erika Jayne,0
24,4,Erika Jayne,0
24,5,Erika Jayne,0
24,6,Erika Jayne,1
24,7,Erika Jayne,1
24,8,Erika Jayne,1
24,9,Erika Jayne,1
24,10,Erika Jayne,1
24,1,Heather Morris,0
24,2,Heather Morris,0
24,3,Heather Morris,0
24,4,Heather Morris,0
24,5,Heather Morris,0
24,6,Heather Morris,0
24,7,Heather Morris,1
24,8,Heather Morris,1
24,9,Heather Morris,1
24,10,Heather Morris,1
24,1,Mr. T,0
24,2,Mr. T,0
24,3,Mr. T,0
24,4,Mr. T,0
24,5,Mr. T,1
24,6,Mr. T,1
24,7,Mr. T,1
24,8,Mr. T,1
24,9,Mr. T,1
24,10,Mr. T,1
24,1,Nancy Kerrigan,0
24,2,Nancy Kerrigan,0
24,3,Nancy Kerrigan,0
24,4,Nancy Kerrigan,0
24,5,Nancy Kerrigan,0
24,6,Nancy Kerrigan,0
24,7,Nancy Kerrigan,0
24,8,Nancy Kerrigan,1
24,9,Nancy Kerrigan,1
24,10,Nancy Kerrigan,1
24,1,Nick Viall,0
24,2,Nick Viall,0
24,3,Nick Viall,0
24,4,Nick Viall,0
24,5,Nick Viall,0
24,6,Nick Viall,0
24,7,Nick Viall,0
24,8,Nick Viall,1
24,9,Nick Viall,1
24,10,Nick Viall,1
24,1,Normani,0
24,2,Normani,0
24,3,Normani,0
24,4,Normani,0
24,5,Normani,0
24,6,Normani,0
24,7,Normani,0
24,8,Normani,0
24,9,Normani,0
24,10,Normani,0
24,1,Rashad Jennings,0
24,2,Rashad Jennings,0
24,3,Rashad Jennings,0
24,4,Rashad Jennings,0
24,5,Rashad Jennings,0
24,6,Rashad Jennings,0
24,7,Rashad Jennings,0
24,8,Rashad Jennings,0
24,9,Rashad Jennings,0
24,10,Rashad Jennings,0
24,1,Simone Biles,0
24,2,Simone Biles,0
