season,week,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,judge1_score,judge2_score,judge3_score,judge4_score,raw_total_score,is_active,row_valid_judge_count,week_valid_judge_count,max_possible_score,normalized_score
2,2,Lisa Rinna,Louis van Amstel,Actor/Actress,California,United States,42,Eliminated Week 7,4,6.0,7.0,7.0,,20.0,True,3,3.0,30.0,0.6666666666666666
2,3,Lisa Rinna,Louis van Amstel,Actor/Actress,California,United States,42,Eliminated Week 7,4,8.0,8.0,9.0,,25.0,True,3,3.0,30.0,0.8333333333333334
2,4,Lisa Rinna,Louis van Amstel,Actor/Actress,California,United States,42,Eliminated Week 7,4,9.0,9.0,8.0,,26.0,True,3,3.0,30.0,0.8666666666666667
2,5,Lisa Rinna,Louis van Amstel,Actor/Actress,California,United States,42,Eliminated Week 7,4,7.0,9.0,9.0,,25.0,True,3,3.0,30.0,0.8333333333333334
2,6,Lisa Rinna,Louis van Amstel,Actor/Actress,California,United States,42,Eliminated Week 7,4,9.0,9.0,9.0,,27.0,True,3,3.0,30.0,0.9
2,7,Lisa Rinna,Louis van Amstel,Actor/Actress,California,United States,42,Eliminated Week 7,4,8.5,9.0,9.0,,26.5,True,3,3.0,30.0,0.8833333333333333
2,8,Lisa Rinna,Louis van Amstel,Actor/Actress,California,United States,42,Eliminated Week 7,4,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
19,1,Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,Eliminated Week 1,13,6.0,6.0,5.0,5.0,22.0,True,4,4.0,40.0,0.55
19,2,Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,Eliminated Week 1,13,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
19,3,Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,Eliminated Week 1,13,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
19,4,Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,Eliminated Week 1,13,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
19,5,Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,Eliminated Week 1,13,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
19,6,Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,Eliminated Week 1,13,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
19,7,Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,Eliminated Week 1,13,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
19,8,Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,Eliminated Week 1,13,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
19,9,Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,Eliminated Week 1,13,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
19,10,Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,Eliminated Week 1,13,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
19,11,Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,Eliminated Week 1,13,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
9,1,Louie Vito,Chelsie Hightower,Athlete,Ohio,United States,21,Eliminated Week 6,8,8.6666,9.6666,8.6666,,26.9998,True,3,3.0,30.0,0.8999933333333333
9,2,Louie Vito,Chelsie Hightower,Athlete,Ohio,United States,21,Eliminated Week 6,8,6.0,7.0,6.0,,19.0,True,3,3.0,30.0,0.6333333333333333
9,3,Louie Vito,Chelsie Hightower,Athlete,Ohio,United States,21,Eliminated Week 6,8,8.0,5.0,7.0,,20.0,True,3,3.0,30.0,0.6666666666666666
9,4,Louie Vito,Chelsie Hightower,Athlete,Ohio,United States,21,Eliminated Week 6,8,5.0,5.0,6.0,,16.0,True,3,3.0,30.0,0.5333333333333333
9,5,Louie Vito,Chelsie Hightower,Athlete,Ohio,United States,21,Eliminated Week 6,8,7.0,8.0,7.0,,22.0,True,3,3.0,30.0,0.7333333333333333
9,6,Louie Vito,Chelsie Hightower,Athlete,Ohio,United States,21,Eliminated Week 6,8,8.0,8.0,8.0,,24.0,True,3,3.0,30.0,0.8
9,7,Louie Vito,Chelsie Hightower,Athlete,Ohio,United States,21,Eliminated Week 6,8,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
9,8,Louie Vito,Chelsie Hightower,Athlete,Ohio,United States,21,Eliminated Week 6,8,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
9,9,Louie Vito,Chelsie Hightower,Athlete,Ohio,United States,21,Eliminated Week 6,8,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
9,10,Louie Vito,Chelsie Hightower,Athlete,Ohio,United States,21,Eliminated Week 6,8,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
9,1,Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,Eliminated Week 1,15,7.3333,5.3333,6.3333,,18.9999,True,3,3.0,30.0,0.6333300000000001
9,2,Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,Eliminated Week 1,15,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
9,3,Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,Eliminated Week 1,15,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
9,4,Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,Eliminated Week 1,15,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
9,5,Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,Eliminated Week 1,15,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
9,6,Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,Eliminated Week 1,15,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
9,7,Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,Eliminated Week 1,15,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
9,8,Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,Eliminated Week 1,15,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
9,9,Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,Eliminated Week 1,15,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
9,10,Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,Eliminated Week 1,15,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
11,1,Margaret Cho,Louis van Amstel,Comedian,California,United States,41,Eliminated Week 3,10,5.0,5.0,5.0,,15.0,True,3,3.0,30.0,0.5
11,2,Margaret Cho,Louis van Amstel,Comedian,California,United States,41,Eliminated Week 3,10,6.0,6.0,6.0,,18.0,True,3,3.0,30.0,0.6
11,3,Margaret Cho,Louis van Amstel,Comedian,California,United States,41,Eliminated Week 3,10,6.0,6.0,6.0,,18.0,True,3,3.0,30.0,0.6
11,4,Margaret Cho,Louis van Amstel,Comedian,California,United States,41,Eliminated Week 3,10,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
11,5,Margaret Cho,Louis van Amstel,Comedian,California,United States,41,Eliminated Week 3,10,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
11,6,Margaret Cho,Louis van Amstel,Comedian,California,United States,41,Eliminated Week 3,10,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
11,7,Margaret Cho,Louis van Amstel,Comedian,California,United States,41,Eliminated Week 3,10,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
11,8,Margaret Cho,Louis van Amstel,Comedian,California,United States,41,Eliminated Week 3,10,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
11,9,Margaret Cho,Louis van Amstel,Comedian,California,United States,41,Eliminated Week 3,10,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
11,10,Margaret Cho,Louis van Amstel,Comedian,California,United States,41,Eliminated Week 3,10,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
14,1,Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,Eliminated Week 9,4,7.0,7.0,7.0,,21.0,True,3,3.0,30.0,0.7
14,2,Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,Eliminated Week 9,4,8.0,8.0,9.0,,25.0,True,3,3.0,30.0,0.8333333333333334
14,3,Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,Eliminated Week 9,4,9.0,9.0,9.0,,27.0,True,3,3.0,30.0,0.9
14,4,Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,Eliminated Week 9,4,9.0,8.0,9.0,,26.0,True,3,3.0,30.0,0.8666666666666667
14,5,Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,Eliminated Week 9,4,9.0,9.0,9.0,,27.0,True,3,3.0,30.0,0.9
14,6,Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,Eliminated Week 9,4,9.3333,10.3333,10.3333,,29.999899999999997,True,3,3.0,30.0,0.9999966666666665
14,7,Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,Eliminated Week 9,4,10.0,9.0,9.5,,28.5,True,3,3.0,30.0,0.95
14,8,Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,Eliminated Week 9,4,9.5,7.5,9.5,,26.5,True,3,3.0,30.0,0.8833333333333333
14,9,Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,Eliminated Week 9,4,10.0,9.5,10.0,,29.5,True,3,3.0,30.0,0.9833333333333333
14,10,Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,Eliminated Week 9,4,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
5,1,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,3rd Place,3,7.0,7.0,7.0,,21.0,True,3,3.0,30.0,0.7
5,2,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,3rd Place,3,8.0,8.0,8.0,,24.0,True,3,3.0,30.0,0.8
5,3,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,3rd Place,3,9.0,8.0,9.0,,26.0,True,3,3.0,30.0,0.8666666666666667
5,4,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,3rd Place,3,9.0,9.0,8.0,,26.0,True,3,3.0,30.0,0.8666666666666667
5,5,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,3rd Place,3,7.0,7.0,7.0,,21.0,True,3,3.0,30.0,0.7
5,6,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,3rd Place,3,8.0,8.0,7.0,,23.0,True,3,3.0,30.0,0.7666666666666667
5,7,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,3rd Place,3,9.0,8.5,8.5,,26.0,True,3,3.0,30.0,0.8666666666666667
5,8,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,3rd Place,3,8.0,8.5,8.0,,24.5,True,3,3.0,30.0,0.8166666666666667
5,9,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,3rd Place,3,9.5,9.5,9.0,,28.0,True,3,3.0,30.0,0.9333333333333333
5,10,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,3rd Place,3,8.0,7.5,7.5,,23.0,True,3,3.0,30.0,0.7666666666666667
23,1,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,7.0,7.0,6.0,7.0,27.0,True,4,4.0,40.0,0.675
23,2,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,7.0,6.0,7.0,7.0,27.0,True,4,4.0,40.0,0.675
23,3,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,7.0,7.0,7.0,7.0,28.0,True,4,4.0,40.0,0.7
23,4,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,7.0,7.0,7.0,,21.0,True,3,3.0,30.0,0.7
23,5,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,9.0,9.0,9.0,,27.0,True,3,3.0,30.0,0.9
23,6,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,8.0,9.0,9.0,8.0,34.0,True,4,4.0,40.0,0.85
23,7,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,7.5,8.0,8.5,8.0,32.0,True,4,4.0,40.0,0.8
23,8,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,7.0,8.0,8.0,,23.0,True,3,3.0,30.0,0.7666666666666667
23,9,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,9.0,9.0,9.0,9.0,36.0,True,4,4.0,40.0,0.9
23,10,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
23,11,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
6,1,Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,Eliminated Week 8,5,8.0,8.0,8.0,,24.0,True,3,3.0,30.0,0.8
6,2,Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,Eliminated Week 8,5,9.0,8.0,9.0,,26.0,True,3,3.0,30.0,0.8666666666666667
6,3,Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,Eliminated Week 8,5,7.0,6.0,8.0,,21.0,True,3,3.0,30.0,0.7
6,4,Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,Eliminated Week 8,5,8.0,7.0,9.0,,24.0,True,3,3.0,30.0,0.8
6,5,Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,Eliminated Week 8,5,9.0,9.0,9.0,,27.0,True,3,3.0,30.0,0.9
6,6,Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,Eliminated Week 8,5,9.0,9.0,10.0,,28.0,True,3,3.0,30.0,0.9333333333333333
6,7,Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,Eliminated Week 8,5,8.5,8.5,8.5,,25.5,True,3,3.0,30.0,0.85
6,8,Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,Eliminated Week 8,5,9.0,8.5,9.0,,26.5,True,3,3.0,30.0,0.8833333333333333
6,9,Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,Eliminated Week 8,5,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
6,10,Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,Eliminated Week 8,5,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
3,1,Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,2nd Place,2,9.0,8.0,9.0,,26.0,True,3,3.0,30.0,0.8666666666666667
3,2,Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,2nd Place,2,7.0,6.0,8.0,,21.0,True,3,3.0,30.0,0.7
3,3,Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,2nd Place,2,8.0,6.0,8.0,,22.0,True,3,3.0,30.0,0.7333333333333333
3,4,Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,2nd Place,2,10.0,9.0,10.0,,29.0,True,3,3.0,30.0,0.9666666666666667
3,5,Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,2nd Place,2,9.0,9.0,9.0,,27.0,True,3,3.0,30.0,0.9
3,6,Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,2nd Place,2,9.0,9.0,10.0,,28.0,True,3,3.0,30.0,0.9333333333333333
3,7,Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,2nd Place,2,9.5,9.0,9.5,,28.0,True,3,3.0,30.0,0.9333333333333333
3,8,Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,2nd Place,2,9.5,9.0,10.0,,28.5,True,3,3.0,30.0,0.95
3,9,Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,2nd Place,2,10.0,9.5,10.0,,29.5,True,3,3.0,30.0,0.9833333333333333
3,10,Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,2nd Place,2,10.0,10.0,9.6666,,29.666600000000003,True,3,3.0,30.0,0.9888866666666668
6,1,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,Eliminated Week 9,4,6.0,6.0,6.0,,18.0,True,3,3.0,30.0,0.6
6,2,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,Eliminated Week 9,4,7.0,7.0,7.0,,21.0,True,3,3.0,30.0,0.7
6,3,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,Eliminated Week 9,4,6.0,7.0,6.0,,19.0,True,3,3.0,30.0,0.6333333333333333
6,4,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,Eliminated Week 9,4,8.0,8.0,8.0,,24.0,True,3,3.0,30.0,0.8
6,5,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,Eliminated Week 9,4,8.0,8.0,8.0,,24.0,True,3,3.0,30.0,0.8
6,6,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,Eliminated Week 9,4,9.0,8.0,9.0,,26.0,True,3,3.0,30.0,0.8666666666666667
6,7,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,Eliminated Week 9,4,9.0,8.5,8.5,,26.0,True,3,3.0,30.0,0.8666666666666667
6,8,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,Eliminated Week 9,4,8.5,8.0,8.5,,25.0,True,3,3.0,30.0,0.8333333333333334
6,9,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,Eliminated Week 9,4,8.5,9.0,8.5,,26.0,True,3,3.0,30.0,0.8666666666666667
6,10,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,Eliminated Week 9,4,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
5,1,Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,Eliminated Week 5,8,7.0,7.0,7.0,,21.0,True,3,3.0,30.0,0.7
5,2,Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,Eliminated Week 5,8,6.0,6.0,6.0,,18.0,True,3,3.0,30.0,0.6
5,3,Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,Eliminated Week 5,8,6.0,7.0,7.0,,20.0,True,3,3.0,30.0,0.6666666666666666
5,4,Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,Eliminated Week 5,8,7.0,8.0,7.0,,22.0,True,3,3.0,30.0,0.7333333333333333
5,5,Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,Eliminated Week 5,8,7.0,7.0,7.0,,21.0,True,3,3.0,30.0,0.7
5,6,Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,Eliminated Week 5,8,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
5,7,Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,Eliminated Week 5,8,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
5,8,Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,Eliminated Week 5,8,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
5,9,Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,Eliminated Week 5,8,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
5,10,Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,Eliminated Week 5,8,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
9,1,Mark Dacascos,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,Eliminated Week 7,6,9.6666,9.6666,9.6666,,28.9998,True,3,3.0,30.0,0.96666
9,2,Mark Dacascos,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,Eliminated Week 7,6,7.0,7.0,7.0,,21.0,True,3,3.0,30.0,0.7
9,3,Mark Dacascos,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,Eliminated Week 7,6,6.0,6.0,6.0,,18.0,True,3,3.0,30.0,0.6
9,4,Mark Dacascos,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,Eliminated Week 7,6,8.0,7.0,7.0,,22.0,True,3,3.0,30.0,0.7333333333333333
9,5,Mark Dacascos,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,Eliminated Week 7,6,9.0,9.0,8.0,,26.0,True,3,3.0,30.0,0.8666666666666667
9,6,Mark Dacascos,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,Eliminated Week 7,6,11.0,11.0,10.0,,32.0,True,3,3.0,30.0,1.0666666666666667
9,7,Mark Dacascos,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,Eliminated Week 7,6,7.0,7.5,7.0,,21.5,True,3,3.0,30.0,0.7166666666666667
9,8,Mark Dacascos,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,Eliminated Week 7,6,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
9,9,Mark Dacascos,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,Eliminated Week 7,6,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
9,10,Mark Dacascos,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,Eliminated Week 7,6,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
22,1,Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,Eliminated Week 4,10,7.0,7.0,7.0,,21.0,True,3,3.0,30.0,0.7
22,2,Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,Eliminated Week 4,10,7.0,6.0,7.0,,20.0,True,3,3.0,30.0,0.6666666666666666
22,3,Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,Eliminated Week 4,10,7.0,7.0,7.0,,21.0,True,3,3.0,30.0,0.7
22,4,Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,Eliminated Week 4,10,7.0,7.0,7.0,7.0,28.0,True,4,4.0,40.0,0.7
22,5,Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,Eliminated Week 4,10,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
22,6,Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,Eliminated Week 4,10,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
22,7,Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,Eliminated Week 4,10,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
22,8,Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,Eliminated Week 4,10,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
22,9,Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,Eliminated Week 4,10,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
22,10,Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,Eliminated Week 4,10,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
6,1,Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,Eliminated Week 6,7,7.0,7.0,8.0,,22.0,True,3,3.0,30.0,0.7333333333333333
6,2,Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,Eliminated Week 6,7,8.0,8.0,8.0,,24.0,True,3,3.0,30.0,0.8
6,3,Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,Eliminated Week 6,7,7.0,7.0,7.0,,21.0,True,3,3.0,30.0,0.7
6,4,Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,Eliminated Week 6,7,8.0,8.0,8.0,,24.0,True,3,3.0,30.0,0.8
6,5,Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,Eliminated Week 6,7,7.0,7.0,8.0,,22.0,True,3,3.0,30.0,0.7333333333333333
6,6,Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,Eliminated Week 6,7,7.0,7.0,7.0,,21.0,True,3,3.0,30.0,0.7
6,7,Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,Eliminated Week 6,7,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
6,8,Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,Eliminated Week 6,7,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
6,9,Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,Eliminated Week 6,7,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
6,10,Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,Eliminated Week 6,7,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
30,1,Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,Eliminated Week 2,15,4.0,3.0,3.0,3.0,13.0,True,4,4.0,40.0,0.325
30,2,Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,Eliminated Week 2,15,4.0,3.0,4.0,4.0,15.0,True,4,4.0,40.0,0.375
30,3,Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,Eliminated Week 2,15,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
30,4,Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,Eliminated Week 2,15,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
30,5,Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,Eliminated Week 2,15,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
30,6,Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,Eliminated Week 2,15,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
30,7,Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,Eliminated Week 2,15,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
30,8,Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,Eliminated Week 2,15,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
30,9,Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,Eliminated Week 2,15,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
30,10,Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,Eliminated Week 2,15,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
27,1,Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,Eliminated Week 6,9,6.5,7.0,6.5,,20.0,True,3,3.0,30.0,0.6666666666666666
27,2,Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,Eliminated Week 6,9,8.0,7.5,7.5,,23.0,True,3,3.0,30.0,0.7666666666666667
27,3,Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,Eliminated Week 6,9,8.0,8.0,8.0,,24.0,True,3,3.0,30.0,0.8
27,4,Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,Eliminated Week 6,9,9.0,8.0,9.0,,26.0,True,3,3.0,30.0,0.8666666666666667
27,5,Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,Eliminated Week 6,9,9.0,8.0,8.0,,25.0,True,3,3.0,30.0,0.8333333333333334
27,6,Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,Eliminated Week 6,9,8.0,8.0,8.0,,24.0,True,3,3.0,30.0,0.8
27,7,Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,Eliminated Week 6,9,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
